timestep,c_com_1[1],c_com_1[2],c_com_1[3],c_com_2[1],c_com_2[2],c_com_2[3],c_vel_1[1],c_vel_1[2],c_vel_1[3],c_vel_2[1],c_vel_2[2],c_vel_2[3],c_q_1[1],c_q_1[2],c_q_1[3],c_q_1[4],c_q_2[1],c_q_2[2],c_q_2[3],c_q_2[4],c_av_1[1],c_av_1[2],c_av_1[3],c_av_2[1],c_av_2[2],c_av_2[3],c_am_1[1],c_am_1[2],c_am_1[3],c_am_2[1],c_am_2[2],c_am_2[3],c_i_1[1],c_i_1[2],c_i_1[3],c_i_2[1],c_i_2[2],c_i_2[3]
310000.0,69.7122,92.455,12.7,67.6863,86.3093,10.3654,-0.727009,0.456754,0.524886,-0.697955,-0.89277,-0.586284,-0.636079,-0.579694,0.134134,-0.49129,-0.990378,0.0995673,-0.0832633,-0.048016,-1.3472,-0.787001,-0.0893264,-0.821839,0.195517,-0.096482,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
320000.0,69.6395,92.5006,12.7525,67.6165,86.2202,10.3068,-0.727534,0.455144,0.524267,-0.69743,-0.89116,-0.585665,-0.60911,-0.54657,0.150299,-0.554668,-0.987847,0.100436,-0.0772587,-0.0900148,-1.35011,-0.779875,-0.106309,-0.820499,0.199503,-0.0996745,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
330000.0,69.5667,92.546,12.8049,67.5468,86.1311,10.2482,-0.728058,0.453499,0.523619,-0.696906,-0.889515,-0.585017,-0.578798,-0.509729,0.166274,-0.614428,-0.983533,0.101287,-0.0709097,-0.131817,-1.35139,-0.774992,-0.124257,-0.819194,0.202877,-0.103519,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
340000.0,69.4938,92.5913,12.8572,67.4771,86.0422,10.1898,-0.728581,0.451819,0.522942,-0.696383,-0.887835,-0.58434,-0.545376,-0.469358,0.181913,-0.670206,-0.97744,0.102142,-0.0642498,-0.173349,-1.35101,-0.772474,-0.142727,-0.817963,0.205543,-0.107907,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
350000.0,69.421,92.6364,12.9095,67.4075,85.9536,10.1314,-0.729103,0.450104,0.522236,-0.695861,-0.88612,-0.583634,-0.50909,-0.425671,0.197072,-0.721661,-0.969575,0.103022,-0.0573164,-0.214537,-1.34897,-0.772383,-0.161261,-0.81684,0.207424,-0.11271,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
360000.0,69.348,92.6813,12.9617,67.3379,85.865,10.0731,-0.729624,0.448355,0.521502,-0.695339,-0.884371,-0.5829,-0.470202,-0.378907,0.211602,-0.768482,-0.959947,0.103943,-0.0501496,-0.255307,-1.34534,-0.774721,-0.179397,-0.815857,0.208466,-0.117791,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
370000.0,69.275,92.7261,13.0138,67.2684,85.7767,10.0148,-0.730145,0.446571,0.520739,-0.694819,-0.882588,-0.582137,-0.428988,-0.329323,0.225358,-0.810389,-0.948572,0.104919,-0.0427924,-0.295589,-1.34019,-0.77943,-0.196688,-0.815043,0.208639,-0.123004,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
380000.0,69.202,92.7706,13.0658,67.199,85.6885,9.95663,-0.730664,0.444753,0.519948,-0.694299,-0.880769,-0.581346,-0.385734,-0.277199,0.238192,-0.847133,-0.935464,0.105958,-0.0352894,-0.335312,-1.33366,-0.786393,-0.212704,-0.814421,0.207938,-0.1282,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
390000.0,69.1289,92.815,13.1178,67.1296,85.6005,9.89853,-0.731183,0.442901,0.519128,-0.693781,-0.878917,-0.580526,-0.340736,-0.222836,0.249965,-0.878499,-0.920646,0.107066,-0.0276868,-0.374408,-1.32591,-0.795438,-0.227047,-0.814009,0.206384,-0.133228,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
400000.0,69.0558,92.8592,13.1696,67.0602,85.5127,9.84052,-0.731701,0.441014,0.518279,-0.693263,-0.87703,-0.579677,-0.294297,-0.166549,0.260536,-0.904307,-0.904141,0.108243,-0.0200316,-0.41281,-1.31713,-0.806341,-0.239362,-0.813819,0.204021,-0.137945,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
410000.0,68.9826,92.9032,13.2214,66.9909,85.4251,9.7826,-0.732217,0.439093,0.517402,-0.692747,-0.875109,-0.5788,-0.246725,-0.108671,0.269773,-0.924413,-0.885976,0.109484,-0.0123706,-0.450452,-1.30754,-0.81883,-0.249344,-0.813856,0.200917,-0.142215,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
420000.0,68.9093,92.947,13.2731,66.9217,85.3377,9.72477,-0.732733,0.437138,0.516497,-0.692231,-0.873154,-0.577895,-0.198331,-0.0495469,0.277551,-0.938709,-0.866183,0.110782,-0.00475056,-0.48727,-1.29737,-0.832597,-0.256745,-0.81412,0.19716,-0.145915,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
430000.0,68.836,92.9906,13.3247,66.8525,85.2505,9.66702,-0.733247,0.435149,0.515563,-0.691716,-0.871165,-0.576961,-0.149425,0.0104658,0.283751,-0.947126,-0.844796,0.112124,0.00278316,-0.523203,-1.28688,-0.847299,-0.261381,-0.814602,0.19286,-0.148939,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
440000.0,68.7627,93.0341,13.3762,66.7833,85.1635,9.60937,-0.733761,0.433126,0.514601,-0.691203,-0.869143,-0.575999,-0.100318,0.0710008,0.288265,-0.949631,-0.821852,0.113494,0.0101868,-0.558188,-1.27633,-0.862573,-0.263138,-0.81529,0.188139,-0.1512,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
450000.0,68.6893,93.0773,13.4276,66.7142,85.0767,9.55182,-0.734273,0.43107,0.513611,-0.69069,-0.867086,-0.575009,-0.0513184,0.131685,0.290993,-0.946228,-0.797394,0.114872,0.0174188,-0.592169,-1.26599,-0.878039,-0.261971,-0.816162,0.183134,-0.152633,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
460000.0,68.6158,93.1203,13.479,66.6452,84.9901,9.49437,-0.734785,0.42898,0.512592,-0.690179,-0.864996,-0.57399,-0.00272726,0.192141,0.291849,-0.936962,-0.771465,0.116234,0.0244404,-0.625088,-1.2561,-0.893313,-0.25791,-0.817194,0.177987,-0.153197,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
